1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"78","winter","small","high",7.9,9.3,104.818,9.248,122.5,10.8,76.333,18.33,16.8,0,23.2,2.6,0,13.2,2.2
"79","spring","small","low",8.43,8.1,21.95,0.886,172.5,12.75,11.8,7.3,3.3,4.6,11.8,1.4,17.9,1.6,0
"80","spring","small","low",8.7,9.7,11,0.461,32.5,61.556,16,0.6,18.3,0,2.6,7.8,0,1.8,0
"81","summer","medium","high",7.8,10.5,31.091,6.64,1168,12.75,75.904,5.544,15.1,0,25.3,1.4,0,1.5,1.4
"82","summer","large","high",7.3,10.3,53.102,4.459,5738.33008,2.5,219.909,4.3,29.7,0,0,0,0,8.2,14.4
"83","winter","medium","high",8,9.9,4.083,1.519,49,66.4,279.06601,21,56.8,21.5,21.9,1,1.7,0,10.2
"84","summer","medium","medium",5.7,12.1,2.75,1.051,10,23,586,2.15,12.3,4.1,1.6,4.1,5.2,0,31.2
"85","autumn","medium","medium",8.5,9.6,26,3.726,110,10.667,125.8,12.32,6.5,28,0,5.7,4.1,6.2,1.2
"86","winter","small","medium",7.6,11.3,77.364,0.73,81,276.85001,72.696,1.3,5.3,12.4,1.4,0,16.2,0,22.1
"87","summer","large","medium",7.4,10.8,36.248,0.735,38.111,238.2,142,14.775,54,4.9,3.2,12.7,1.2,0,16.7
"88","spring","large","high",7.8,3.6,48.667,2.805,271.25,209.85699,607.16699,4.3,14.4,2,2.6,0,1.9,1.2,2.4
"89","winter","medium","medium",7.6,9.7,151.83299,1.527,758.75,41.3,2.5,3.6,0,0,6.3,0,0,9.9,1
"90","winter","small","low",8.5,10.8,125.6,0.996,49.5,6,285.71399,41,16.8,0,2.1,0,0,16.7,10.8
"91","winter","medium","medium",7.8,12.1,32.056,1.67,37.778,50.889,17.333,28.4,89.8,5.5,2,11.3,15.9,12.4,0
"92","spring","large","high",8.1,8.5,10.5,5.099,233.7,18.667,40.667,0.5,0,53.6,1.6,1.4,0,15.8,1.5
"93","spring","small","medium",8,11.7,8,7.74,28.333,104.727,233.5,72.478,15.1,5.6,0,0,11.2,2.7,1.4
"94","spring","large","low",8.5,11.5,12,1.572,88.182,24.667,75.333,88.255,74.2,40.9,0,1.6,11.3,0,3.3
"95","spring","medium","high",7.8,11.8,3,4.94,205.66701,1.8,218,2.3,3.1,3.8,0,0,0,0,3.3
"96","summer","medium","low",8.1,8.8,3.5,1.655,109,8.6,141.83299,75,3.3,1.4,1.4,4.4,2.4,32.1,0
"97","winter","medium","high",8.2,11.7,57.75,3.414,98.333,54.1,6.2,81.54,1.9,2.1,0,3.7,1.2,0,0
"98","winter","medium","low",8.4,11.6,57.75,2.163,10,75.875,265.25,6.167,50.6,16.2,0,2.4,1.9,0,0
"99","spring","medium","high",8.15,10.7,27.233,5.13,43.75,51.75,49.333,1,82.7,2.1,7.3,0,0,6.9,0
"100","winter","small","low",9.1,3.2,85.982,1.718,236,4,262.72699,0.3,17,1.5,3.4,1.2,17.8,0,1
"101","winter","medium","high",7.4,10.1,13,1.535,142,4.25,40,2.1,28.1,0,0,0,6.4,42.4,1.9
"102","spring","small","medium",7.3,9.4,49.9,0.672,225,44,254.60001,5.233,0,4.1,0,1.9,1.4,0,1.4
"103","spring","large","medium",8.3,5.7,15,8.543,206.53799,84.3,85.4,0.8,39.7,40.7,24.8,0,8.2,0,5.8
"104","summer","large","medium",7.09,9,34.5,0.13,15,28.625,6.75,7.9,8.7,15.2,0,1,3.9,0,0
"105","summer","small","high",8.5,10.7,35.66,0.758,227.60001,467.5,771.59998,53.1,1.4,0,0,1,11.3,3.6,0
"106","spring","small","low",8.22,7.3,48.429,0.941,27.069,1.333,201.778,2,12.3,19.6,3.5,0,0,5.4,5.9
"107","winter","medium","low",8.1,6.7,82.852,0.826,25,428.75,71,65.7,13,1,6.8,0,0,0,0
"108","spring","large","medium",8.8,10.5,2.2,0.642,931.83301,246,138.7,2,23.7,0,0,3.5,11.5,64.6,6.8
"109","summer","medium","high",8.07,8.3,23.25,4.99,11.111,60.833,15,25,3.4,21.7,0,1.2,0,8.3,0
"110","winter","medium","low",8.84,13.4,54.19,2.55,3515,3,221.278,23.8,3.6,28.2,3.9,0,0,0,0
"111","winter","small","medium",8,11.3,31,1.534,51.111,7.667,391.75,93.683,24,20.1,8,4.3,0,0,3.9
"112","spring","medium","high",8.58,1.8,44.205,3.31,215.556,36.909,56.667,2.8,25.4,1.9,10.2,1,3.1,0,2.9
"113","winter","small","high",8.87,4.9,39,0.33,371.11099,16,16.662,31.738,24.8,0,0,7.6,8.6,0,7.1
"114","winter","small","medium",8.1,12,53.425,1.875,118.571,37.857,236,1.1,18,0,10.6,1.2,2.5,0,1.9
"115","autumn","medium","medium",8,9.9,73.25,3.9,217.75,37,11,3,1.4,14.5,0,0,5.3,4.5,1.5
"116","winter","large","high",7.55,10.8,0.222,2.302,10,31.333,361,3,43.5,0,2.1,2.4,4.8,2.2,0
"117","spring","medium","medium",7.8,11.4,22.286,2.603,255,132.5,232.83299,6.167,46.9,3.9,1.2,1.2,0,0,2
"118","autumn","medium","medium",8.3,10.1,74.667,3.923,124.167,13,183.66701,3.2,86.6,0,0,0,1.2,0,0
"119","autumn","small","medium",8.3,8.4,53.333,8.984,43.75,102.333,115,24.917,0,0,20.2,0,0,0,0
"120","autumn","small","low",8.2,9.5,1.17,3.2,92,191.75,175.04601,0.2,18.1,13.7,0,0,8.1,0,1.6
"121","autumn","small","high",7.5,8.9,57.75,7.16,123.333,12,252.5,110.456,0,25.4,0,6.6,0,5.5,0
"122","spring","medium","high",7.4,7.1,20.083,5.078,56.364,27.5,10.75,31,1.2,7.5,0,0,7.7,0,5.2
"123","autumn","small","medium",7.8,11.21,43,4.908,161.81799,137.60001,222.286,3.8,2.2,5.2,7,0,0,1,0
"124","spring","small","medium",8.9,6.35,7.838,3.85,12.727,36.3,22.9,5.8,1.7,0,1.9,4.6,20.8,4.7,0
"125","spring","medium","high",7.4,7.1,82.111,0.663,84.667,2,127.222,5.2,31.8,0,9,3.7,8.9,0,0
"126","winter","small","medium",8.1,10.4,50,3.235,175,71,124.2,2,1.5,9.6,0,1.8,28.8,33.2,4.3
"127","winter","medium","high",7.61,11.7,39.109,5.099,246.364,87.333,11.818,2.7,0,0,1,0,4.1,20.4,9.7
"128","spring","small","high",7.9,6.9,60.8,3.734,131.66701,564.59998,116.2,0.3,0,4.6,4.8,3.4,1,13.1,0
"129","winter","small","high",8.3,10,101.875,1.51,96.667,4,177.625,92.667,41,0,0,0,0,3.1,2.4
"130","winter","large","high",8.35,10.6,20.625,1.335,429.20001,34.636,58.623,22.7,32.8,8,4.2,1.9,1.2,5.9,0
"131","winter","medium","high",7.93,8.3,129.375,0.267,83.75,48.667,23.485,24.556,4.1,0,2.5,0,3.9,0,0
"132","spring","large","medium",9.5,10.5,11.088,8.688,42,48.625,34,8.957,1.2,7.4,2,13.4,4,0,2.2
"133","winter","large","low",7.8,6.8,38.125,5.164,430,48,187.05701,15.3,0,7.3,5,0,2.4,9.6,0
"134","autumn","large","medium",8.5,6.2,194.75,6.045,51.429,1,317,0.3,0,0,1,8.3,22.1,0,2.4
"135","spring","small","medium",8.4,11.1,34.037,2.102,224.286,7.4,57.833,8.155,1.5,7,1.2,0,1.2,0,0
"136","spring","small","high",8.1,8,39,0.77,120,187,13.6,34.75,10.3,26.5,0,0,9,0,0
"137","winter","medium","low",8.7,11,10.078,1.212,8777.59961,37.375,1,16,2.9,1.7,0,0,3.6,0,0
"138","summer","medium","high",7.5,9.8,11,4.698,101,32.5,432.909,3,0,19.6,0,1.1,0,0,0
"139","summer","medium","low",7.8,10.8,9,0.406,308.75,7.3,82.444,50.225,16.5,2.9,0,0,0,0,0
"140","winter","medium","low",8.3,7.6,10.556,1.443,153,77.333,143.75,20.829,1.9,2.6,0,0,15,15.7,0
"141","winter","medium","medium",8,6.2,10.975,1.47,3466.65991,1.25,232.89999,21.22,2.5,12,1.2,0,0,0,1
"142","winter","medium","medium",8.3,11.7,63.625,6.513,34,67.5,6.5,0.6,18.2,0,2,0,9.5,4.5,1.4
"143","autumn","medium","high",7.9,7.9,10.207,4.071,235,151.33299,14,0.3,3.3,21.5,1.4,4.3,0,0,18.6
"144","summer","medium","high",8.21,10.9,100.83,2.67,10.5,5,235.66701,7.3,18.1,12.7,3.7,1.9,0,8.5,0
"145","winter","medium","high",7,11,50,0.81,142,22.2,147.83299,2.8,4.4,1.2,0,0,1,17.2,0
"146","autumn","medium","high",8.2,3.3,63.292,3.678,196,64.389,101.455,0.8,64.2,0,0,0,1.1,18.2,0
"147","summer","small","high",7.3,11.62,38.902,2.31,60.11,46.667,18.293,3,15.5,6.7,2.7,0,0,0,6
"148","winter","small","high",8,7.9,17.375,3.829,215.714,1,105.727,32,75.8,8.6,6.1,0,10.2,0,0
"149","summer","medium","high",7.7,9,13.5,4.93,1386.25,10,255.28,22.5,12.2,28,11.5,2.2,5,1.2,5.5
"150","autumn","small","medium",8.53,12.5,43,3.02,91.833,3.222,188.66701,22.9,16.6,5.6,0,0,3.5,31.8,1.9
"151","summer","medium","high",7.9,9.8,173.75,5.33,461.875,34.5,123.333,11.7,50.4,0,5,0,20,32.9,7.2
"152","winter","small","medium",7.9,11.8,35.75,4.535,90,109,52.875,3.1,0,5.4,4,0,0,3.3,0
"153","winter","medium","low",8.4,11.7,56.717,4.665,54.778,97.333,313.60001,1.1,2.2,1.5,0,2.2,0,77.6,0
"154","spring","small","low",7.9,6,127.833,3.685,176.66701,9,75.207,1.2,35.5,0,0,3.4,20.8,0,0
"155","autumn","large","high",8.3,10.53,1.549,5.41,165,12,69.93,14.7,7.6,72.6,0,0,4.8,0,0
"156","spring","medium","high",7.8,8.4,87,2.899,124,261.60001,244,1.4,0,15.9,0,1.7,8,0,0
"157","summer","large","medium",8.3,11.1,7,2.22,18,1,130.75,18.3,51.8,0,16,5,8.7,0,0
"158","summer","medium","low",9.7,7.4,28.333,0.735,32,267.75,7.654,40,2.8,13.2,4.1,2.6,0,0,15.1
"159","autumn","medium","high",8.1,6,19.22,0.825,96.833,51.111,140.517,2,0,14.6,1.8,0,0,0,1.4
"160","winter","large","medium",7.8,7.1,12.536,0.536,62.5,3,14,6.5,1.4,21.6,0,2,5.5,0,0
"161","summer","medium","high",8,3.6,65.75,0.673,31.333,102,61.5,30.4,1.7,2.9,3.3,0,6.7,0,3.9
"162","spring","large","medium",9,8.7,30.523,0.102,39,111.25,624.73297,1,37.3,0,25.9,11.5,0,9.9,1.4
"163","summer","medium","high",8.7,13.1,63.51,4.82,103.333,159.16701,152.33299,0.8,17,1,0,0,0,52.5,0
"164","spring","small","medium",8.4,7.6,43.09,1.203,421.66699,58.222,4,3.6,3.4,20.6,2.3,0,7.3,0,1.9
"165","spring","medium","high",8.3,3.2,16,1.72,101.667,3.545,56.091,5.609,1.2,1.7,13.5,0,2.5,0,3.9
"166","autumn","medium","medium",8,9.6,32.3,2.316,125.333,173,214,3.8,1.1,0,0,0,0,0,0
"167","spring","large","high",7.72,10.8,26.76,4.03,32.727,102.364,111.375,8.1,0,11.2,2.9,1.7,0,0,0
"168","summer","medium","medium",7.74,11.1,10.4,1.651,24064,16.8,194.10001,3.3,6.7,0,1.4,0,9.2,0,1
"169","autumn","medium","low",7.29,8.9,5.273,0.91,130,221.89999,186.5,0.8,29.5,0,3.1,0,0,22.3,1.7
"170","autumn","small","low",8.06,4.4,64.093,2.443,627.27301,36,6,9.384,25.5,0,0,0,0,17.1,0
"171","winter","small","medium",8.24,11.2,95.367,0.866,22.5,205.636,173.75,20.578,3.8,13.2,0,5,7.4,5.1,0
"172","summer","medium","low",8.15,8.2,8,0.701,20,346.16699,23,17.2,4.4,0,0,2.2,0,0,3.6
"173","winter","large","medium",7.77,9.5,187.183,5.456,124.364,57.6,10.111,6.429,0,3.8,5.6,1.7,5.5,0,6.1
"174","spring","large","medium",7.6,10.5,15.541,4.86,66.667,104.222,137.778,12.1,0,12.7,0,0,0,0,0
"175","winter","medium","medium",7.7,11.3,208.364,1.587,197.909,55,75.207,28.567,52.4,1.2,1.1,0,19,0,7.8
"176","winter","medium","high",7.79,10.7,58.331,4.188,96.667,23,61.444,98.817,1.1,0,3.7,0,0,0,0
"177","autumn","large","medium",8.25,9.8,59.067,0.23,146.66701,15.6,56.667,4.5,1.4,31.9,1.7,0,0,0,6
"178","spring","small","high",8.1,9.9,2.933,2.68,65.455,25.167,86.997,20.8,2.5,9.7,2,44.6,2.2,7,1.2
"179","winter","large","high",8.5,9.8,5.326,5.694,380,38.625,19,5.083,42.5,0,1,0,1.2,0,0
"180","autumn","large","medium",9.1,10.1,94,3.318,16.2,38.75,3,20.87,0,0,1.2,0,0,0,0
"181","summer","medium","high",8.5,6.3,9,1.873,137,3.8,13.2,19.4,33.9,4.6,1,6.8,0,0,0
"182","winter","large","high",8.6,9.7,81.333,9.715,505,72,88.5,20.6,19.4,1.6,0,0,9.2,0,3.2
"183","autumn","medium","medium",7.83,11.8,7,1.726,1131.66003,62.625,11,5.62,17.3,11.3,19.7,0,18.7,1.4,1.2
"184","autumn","large","medium",8.6,9.5,5.889,1.328,128.571,18.25,269.66699,15,54.4,12,0,4.6,19.7,15.8,0
"185","autumn","small","high",8.05,9.8,53,0.699,6400,53.625,246.66701,2,0,0,0,6.9,35.6,0,3.2
"186","summer","medium","high",7.7,10,2.111,2.818,578,53,276,46.075,10.3,0,3,5,1.4,7.1,0
"187","winter","small","high",7.6,10.8,3.86,2.978,12.5,21.083,21.3,17.491,3.3,0,0,28.8,0,1.5,0
"188","winter","large","high",6.5,8.2,32.4,3.73,76,51.125,17,6.9,11.3,0,0,2.2,5.6,3.9,2.1
"189","spring","small","medium",8.6,5.4,136,7.195,82.1,143.71001,47,22.5,14.6,0,0,0,7.5,0,0
"190","autumn","medium","medium",7.4,8.8,22.32,45.65,17.778,75,45,1.7,39.1,0,1,0,5.5,17.8,0
"191","spring","medium","medium",8.4,11.4,7.333,0.23,103,20,81.558,11.1,32.5,4.3,1.2,0,0,0,1
"192","spring","medium","high",8,5.8,77,0.86,54.75,19.727,50.455,1.3,46.8,32.8,1.7,0,8,4.6,2.1
"193","spring","large","high",8.7,6,71.444,6.54,153.75,30.75,120.889,1.5,39.7,2.7,0,3,0,0,0
"194","spring","small","high",7.44,11.1,4.575,3.978,5,236.39999,388.16699,9,0,14.7,2.9,4.6,0,5.9,7
"195","autumn","large","medium",8.7,10.8,130.67,2.586,46.2,7.75,215.5,2.5,66.9,0,19.5,0,6.1,0,2.7
"196","spring","medium","medium",8.4,11.1,10.207,3.833,10,39,79.75,0.9,66,12,0,0,2.7,0,30.1
"197","summer","large","medium",8.1,6.2,14.32,1.208,1729,16.833,296,4.667,9.2,7,0,0,2.9,10.3,1
"198","winter","medium","medium",8.2,5.9,139.989,1.172,647.57001,47.5,140.22,3,0,0,7.5,2.1,0,0,2.3
"199","spring","small","medium",8,4.5,4.7,1.732,103.333,19.111,20.75,3.6,5.7,21.1,14,1,0,0,4.9
"200","summer","small","medium",8,11.8,61.05,2.8,33.636,136.75,7,3.1,0,10.4,7.8,2.1,0,0,2.2
